Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B),%Pengurangan Sampah(B/A),Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2
2020,Sumatera Selatan,Kab. Musi Banyuasin,"94,593.69","17,488.54",18.49,"22,885.87",24.19,"40,374.40",42.68,"10,472.51",,11.07,P 2
2020,Sumatera Selatan,Kab. Banyuasin,"207,426.14","13,362.79",6.44,"45,333.00",21.86,"58,695.79",28.3,404.5,,0.2,P 2
2020,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,"176,275.84","2,133.88",1.21,"38,478.30",21.83,"40,612.18",23.04,"1,656.29",,0.94,P 2
2020,Sumatera Selatan,Kab. Ogan Ilir,"107,510.06","17,631.99",16.4,"8,994.24",8.37,"26,626.23",24.77,,,0,P 2
2020,Sumatera Selatan,Kab. Empat Lawang,"64,711.00",183.95,0.28,"7,300.00",11.28,"7,483.95",11.57,121.55,,0.19,P 2
2020,Sumatera Selatan,Kota Palembang,"426,390.66","84,359.96",19.78,"327,019.20",76.69,"411,379.15",96.48,"62,047.77",565.75,14.68,P 2
2020,Sumatera Selatan,Kota Prabumulih,"34,479.54","5,937.07",17.22,"24,820.00",71.98,"30,757.07",89.2,"5,723.46",,16.6,P 2
2020,Bengkulu,Kab. Bengkulu Selatan,"23,127.71","1,988.05",8.6,"9,088.50",39.3,"11,076.55",47.89,500.05,,2.16,P 1
2020,Bengkulu,Kab. Bengkulu Utara,"66,651.12","8,324.09",12.49,"15,330.00",23,"23,654.09",35.49,"7,243.37",292,11.31,P 1
2020,Bengkulu,Kab. Lebong,"15,726.97",0,0,"4,336.20",27.57,"4,336.20",27.57,0,,0,P 2
2020,Bengkulu,Kab. Kepahiang,"20,498.84","3,037.89",14.82,"6,570.00",32.05,"9,607.89",46.87,56.58,,0.28,P 2
2020,Bengkulu,Kab. Bengkulu Tengah,"21,214.90","1,276.06",6.01,"5,781.60",27.25,"7,057.66",33.27,271.8,,1.28,P 2
2020,Lampung,Kab. Lampung Barat,"44,805.94","1,064.59",2.38,"4,251.99",9.49,"5,316.58",11.87,"1,064.59",3.39,2.38,P 2
2020,Lampung,Kab. Way Kanan,"70,036.49","44,180.36",63.08,"4,189.98",5.98,"48,370.34",69.06,804.65,247.98,1.5,P 2
2020,Lampung,Kab. Pesawaran,"65,467.86","2,062.29",3.15,"4,380.00",6.69,"6,442.29",9.84,"2,062.29",,3.15,P 2
2020,Lampung,Kota Bandar Lampung,"276,649.16","13,132.14",4.75,"255,500.00",92.36,"268,632.14",97.1,26.47,,0.01,P 2
2020,Lampung,Kota Metro,"37,651.79","5,953.10",15.81,"24,692.25",65.58,"30,645.35",81.39,"5,537.85",,14.71,P 2
2020,Kepulauan Bangka Belitung,Kab. Bangka,"46,947.32","4,085.72",8.7,"27,040.30",57.6,"31,126.02",66.3,"2,143.67",11.32,4.59,P 2
2020,Kepulauan Bangka Belitung,Kab. Belitung,"25,910.91","3,163.15",12.21,"6,953.74",26.84,"10,116.89",39.04,"3,161.37",4.87,12.22,P 2
2020,Kepulauan Bangka Belitung,Kab. Bangka Selatan,"31,901.44","4,741.75",14.86,"16,324.62",51.17,"21,066.37",66.04,"4,019.50",0,12.6,P 1
2020,Kepulauan Bangka Belitung,Kab. Bangka Tengah,"29,160.14","5,299.36",18.17,"4,565.42",15.66,"9,864.78",33.83,220.74,,0.76,P 2
2020,Kepulauan Bangka Belitung,Kab. Bangka Barat,"29,058.53",0,0,"5,526.10",19.02,"5,526.10",19.02,0,,0,P 2
2020,Kepulauan Bangka Belitung,Kab. Belitung Timur,"18,421.99",,,"12,098.81",65.68,"12,098.81",65.68,,,0,P 2
2020,Kepulauan Bangka Belitung,Kota Pangkal Pinang,"55,416.16","9,023.17",16.28,"38,325.00",69.16,"47,348.17",85.44,,847.53,1.53,P 2
2020,Kepulauan Riau,Kab. Bintan,"19,499.65","4,128.52",21.17,"14,472.25",74.22,"18,600.77",95.39,358.97,,1.84,P 2
2020,Kepulauan Riau,Kab. Karimun,"64,677.53","12,311.61",19.04,"50,735.00",78.44,"63,046.61",97.48,"2,874.28",,4.44,P 2
2020,Kepulauan Riau,Kab. Natuna,"11,366.74",,,"4,916.55",43.25,"4,916.55",43.25,,,0,P 2
2020,Kepulauan Riau,Kab. Lingga,"10,157.55","2,264.96",22.3,"5,955.34",58.63,"8,220.30",80.93,"1,434.75",662.84,20.65,P 2
2020,Kepulauan Riau,Kab. Kepulauan Anambas,"4,702.70",218.2,4.64,328.5,6.99,546.7,11.63,142.49,,3.03,P 2
2020,Kepulauan Riau,Kota Tanjung Pinang,"54,013.05","7,069.13",13.09,"33,737.99",62.46,"40,807.12",75.55,,126.97,0.24,P 2
2020,DKI Jakarta,Kab. Adm. Kep. Seribu,"6,329.24","1,499.81",23.7,"4,685.55",74.03,"6,185.36",97.73,863.03,416.27,20.21,P 2
2020,DKI Jakarta,Kota Adm. Jakarta Pusat,"308,331.29","68,330.22",22.16,"234,002.36",75.89,"302,332.58",98.05,"37,682.70","15,009.66",17.09,P 2
2020,DKI Jakarta,Kota Adm. Jakarta Utara,"489,481.03","111,321.02",22.74,"373,285.50",76.26,"484,606.52",99,"25,737.65",,5.26,P 2
2020,DKI Jakarta,Kota Adm. Jakarta Barat,"719,768.00","169,210.45",23.51,"544,629.83",75.67,"713,840.28",99.18,"56,010.63",897.86,7.91,P 2
2020,DKI Jakarta,Kota Adm. Jakarta Selatan,"701,164.63","153,592.24",21.91,"530,070.34",75.6,"683,662.58",97.5,"71,259.19",196.92,10.19,P 2
2020,DKI Jakarta,Kota Adm. Jakarta Timur,"829,738.03","186,180.43",22.44,"626,336.12",75.49,"812,516.56",97.92,"181,822.49",,21.91,P 2
2020,Jawa Barat,Kab. Sukabumi,"375,495.94","81,773.35",21.78,"175,200.00",46.66,"256,973.35",68.44,"14,865.53",,3.96,P 1
2020,Jawa Barat,Kab. Bandung,"482,291.89","63,428.61",13.15,"108,573.58",22.51,"172,002.19",35.66,"52,737.76","6,329.10",12.25,P 2
2020,Jawa Barat,Kab. Ciamis,"209,920.70","95,779.90",45.63,"57,342.96",27.32,"153,122.86",72.94,"90,231.76","4,417.96",45.09,P 2
2020,Jawa Barat,Kab. Cirebon,"448,368.18","8,548.25",1.91,"54,750.00",12.21,"63,298.25",14.12,"8,531.95",,1.9,P 2
2020,Jawa Barat,Kab. Sumedang,"160,816.27","3,248.50",2.02,"41,175.65",25.6,"44,424.15",27.62,"3,248.50",,2.02,P 2
2020,Jawa Barat,Kab. Bekasi,"693,586.51","34,857.45",5.03,"249,295.00",35.94,"284,152.45",40.97,,,0,P 2
2020,Jawa Barat,Kab. Pangandaran,"62,523.33",73,0.12,"10,172.55",16.27,"10,245.55",16.39,0,,0,P 2
2020,Jawa Barat,Kota Bogor,"245,922.33","48,632.76",19.78,"185,464.50",75.42,"234,097.26",95.19,664.46,"3,025.33",1.5,P 2
2020,Jawa Barat,Kota Sukabumi,"65,424.09","14,066.05",21.5,"49,021.58",74.93,"63,087.63",96.43,"5,242.71",9.38,8.03,P 2
2020,Jawa Barat,Kota Depok,"472,854.23","60,480.38",12.79,"377,252.69",79.78,"437,733.06",92.57,"52,553.54","25,721.19",16.55,P 2
2020,Jawa Barat,Kota Cimahi,"99,782.38","13,393.42",13.42,"83,541.20",83.72,"96,934.62",97.15,"13,064.92",,13.09,P 2
2020,Jawa Barat,Kota Tasikmalaya,"106,688.51","11,152.02",10.45,"80,869.40",75.8,"92,021.42",86.25,"11,152.02",,10.45,P 2
2020,Jawa Barat,Kota Banjar,"30,566.85","5,090.50",16.65,"23,367.38",76.45,"28,457.88",93.1,"4,155.59",754.9,16.06,P 2
2020,Jawa Tengah,Kab. Cilacap,"343,019.17","44,735.93",13.04,"220,198.92",64.19,"264,934.86",77.24,679.87,"153,947.78",45.08,P 2
2020,Jawa Tengah,Kab. Kebumen,"148,846.66","30,256.84",20.33,"70,919.50",47.65,"101,176.34",67.97,"19,758.18","7,851.15",18.55,P 1
2020,Jawa Tengah,Kab. Purworejo,"105,146.86","25,106.38",23.88,"18,787.88",17.87,"43,894.25",41.75,"24,826.38","1,932.80",25.45,P 2
2020,Jawa Tengah,Kab. Wonosobo,"128,352.10","15,674.58",12.21,"37,057.54",28.87,"52,732.12",41.08,"2,574.95",192.54,2.16,P 2
2020,Jawa Tengah,Kab. Magelang,"248,530.33","9,555.51",3.84,"29,294.18",11.79,"38,849.69",15.63,"9,555.51",56.48,3.87,P 2
2020,Jawa Tengah,Kab. Boyolali,"105,094.61","24,900.16",23.69,"28,777.69",27.38,"53,677.86",51.08,"24,880.91",801.91,24.44,P 2
2020,Jawa Tengah,Kab. Klaten,"129,045.86",,,"31,152.75",24.14,"31,152.75",24.14,,,0,P 1
2020,Jawa Tengah,Kab. Sukoharjo,"132,863.50","25,137.86",18.92,"62,540.92",47.07,"87,678.78",65.99,"10,411.18",12.78,7.85,P 2
2020,Jawa Tengah,Kab. Wonogiri,"159,663.85","44,698.98",28,"17,905.95",11.21,"62,604.93",39.21,"44,698.98",54.75,28.03,P 2
2020,Jawa Tengah,Kab. Sragen,"195,023.44","41,456.41",21.26,"92,491.00",47.43,"133,947.41",68.68,"5,373.84","6,716.00",6.2,P 2
2020,Jawa Tengah,Kab. Blora,"135,568.25","26,682.94",19.68,"32,735.02",24.15,"59,417.96",43.83,198.94,,0.15,P 2
2020,Jawa Tengah,Kab. Rembang,"86,905.62","14,617.09",16.82,"12,579.06",14.47,"27,196.15",31.29,"14,169.36",15.76,16.32,P 2
2020,Jawa Tengah,Kab. Pati,"239,060.58","56,559.59",23.66,"47,032.08",19.67,"103,591.66",43.33,"4,160.90",779.28,2.07,P 2
2020,Jawa Tengah,Kab. Kudus,"160,924.12","30,627.39",19.03,"68,998.16",42.88,"99,625.55",61.91,"30,094.18","21,066.36",31.79,P 2
2020,Jawa Tengah,Kab. Jepara,"254,418.30","18,135.48",7.13,"28,761.27",11.3,"46,896.75",18.43,"6,758.22",875.27,3,P 2
2020,Jawa Tengah,Kab. Semarang,"194,690.09",167.1,0.09,"62,780.00",32.25,"62,947.10",32.33,167.1,,0.09,P 2
2020,Jawa Tengah,Kab. Temanggung,"181,143.80",,,"40,150.00",22.16,"40,150.00",22.16,,,0,P 2
2020,Jawa Tengah,Kab. Kendal,"148,701.73","10,475.15",7.04,"30,481.15",20.5,"40,956.30",27.54,"8,430.05",131.4,5.76,P 2
2020,Jawa Tengah,Kab. Batang,"87,788.12",655.03,0.75,"86,870.00",98.95,"87,525.03",99.7,157.23,,0.18,P 2
2020,Jawa Tengah,Kab. Pemalang,"142,970.65","29,897.27",20.91,"84,826.00",59.33,"114,723.27",80.24,"3,909.27",876,3.35,P 2
2020,Jawa Tengah,Kab. Tegal,"371,778.31","16,194.52",4.36,"120,450.00",32.4,"136,644.52",36.75,68.03,,0.02,P 2
2020,Jawa Tengah,Kab. Brebes,"361,123.52","29,886.81",8.28,"71,043.60",19.67,"100,930.41",27.95,2.67,,0,P 2
2020,Jawa Tengah,Kota Magelang,"32,709.11","1,495.68",4.57,"24,433.84",74.7,"25,929.52",79.27,"1,495.68",404.79,5.81,P 2
2020,Jawa Tengah,Kota Salatiga,"41,620.01","7,286.43",17.51,135.42,0.33,"7,421.85",17.83,"7,286.43",135.42,17.83,P 2
2020,Jawa Tengah,Kota Semarang,"466,010.79","99,623.21",21.38,"350,027.70",75.11,"449,650.91",96.49,"18,354.73",876,4.13,P 2
2020,D.I. Yogyakarta,Kab. Kulon Progo,"63,713.67","16,770.86",26.32,"9,805.86",15.39,"26,576.72",41.71,"16,735.15",,26.27,P 2
2020,D.I. Yogyakarta,Kab. Bantul,"192,021.91","77,578.28",40.4,"39,814.91",20.73,"117,393.19",61.14,"21,202.01",415.27,11.26,P 2
2020,D.I. Yogyakarta,Kab. Gunungkidul,"131,671.16","30,668.10",23.29,"15,330.00",11.64,"45,998.10",34.93,"5,183.58",,3.94,P 2
2020,D.I. Yogyakarta,Kab. Sleman,"256,210.07","27,444.81",10.71,"85,534.10",33.38,"112,978.91",44.1,"21,084.24",,8.23,P 2
2020,D.I. Yogyakarta,Kota Yogyakarta,"131,689.26","34,330.85",26.07,"388,322.60",294.88,"422,653.44",320.95,"13,616.92",327.6,10.59,P 2
2020,Jawa Timur,Kab. Pacitan,"104,308.04","10,204.12",9.78,"12,285.53",11.78,"22,489.66",21.56,"10,202.48",244.55,10.02,P 2
2020,Jawa Timur,Kab. Ponorogo,"127,432.45","26,665.80",20.93,"95,180.69",74.69,"121,846.49",95.62,"26,345.59","1,010.69",21.47,P 2
2020,Jawa Timur,Kab. Trenggalek,"109,536.65","21,853.70",19.95,"54,750.00",49.98,"76,603.70",69.93,"9,425.45",,8.6,P 2
2020,Jawa Timur,Kab. Tulungagung,"198,883.94","5,495.74",2.76,"69,076.25",34.73,"74,571.99",37.5,"5,283.34",,2.66,P 1
2020,Jawa Timur,Kab. Blitar,"154,237.67","9,101.37",5.9,"56,534.45",36.65,"65,635.81",42.55,"9,101.37","2,076.36",7.25,P 2
2020,Jawa Timur,Kab. Kediri,"185,667.97","9,695.96",5.22,"29,922.70",16.12,"39,618.66",21.34,"8,925.59",,4.81,P 1
2020,Jawa Timur,Kab. Malang,"387,549.70","20,668.18",5.33,"138,882.50",35.84,"159,550.68",41.17,"18,951.80",,4.89,P 1
2020,Jawa Timur,Kab. Lumajang,"183,033.37","34,205.92",18.69,"60,856.56",33.25,"95,062.48",51.94,"17,637.32",266.56,9.78,P 2
2020,Jawa Timur,Kab. Banyuwangi,"454,940.49","45,747.69",10.06,"52,198.65",11.47,"97,946.34",21.53,406.66,"68,545.18",15.16,P 1
2020,Jawa Timur,Kab. Bondowoso,"104,819.19","1,096.77",1.05,"3,745.27",3.57,"4,842.04",4.62,252.83,133.59,0.37,P 2
2020,Jawa Timur,Kab. Situbondo,"94,665.76","17,490.66",18.48,"67,884.15",71.71,"85,374.82",90.19,"4,615.87","13,134.15",18.75,P 2
2020,Jawa Timur,Kab. Probolinggo,"167,335.13","6,441.91",3.85,"21,410.92",12.8,"27,852.83",16.64,551.02,189.41,0.44,P 2
2020,Jawa Timur,Kab. Pasuruan,"424,534.20","76,008.35",17.9,295.56,0.07,"76,303.91",17.97,355.53,295.56,0.15,P 1
2020,Jawa Timur,Kab. Sidoarjo,"396,476.90","126,655.27",31.95,"164,505.50",41.49,"291,160.77",73.44,487.73,255.5,0.19,P 2
2020,Jawa Timur,Kab. Jombang,"192,437.05","12,067.50",6.27,"41,996.90",21.82,"54,064.40",28.09,"4,563.10",,2.37,P 2
2020,Jawa Timur,Kab. Nganjuk,"154,373.54","31,827.06",20.62,"111,979.42",72.54,"143,806.48",93.15,"3,976.82","16,619.52",13.34,P 2
2020,Jawa Timur,Kab. Madiun,"99,900.50","20,971.95",20.99,"9,654.25",9.66,"30,626.20",30.66,"1,694.65",219,1.92,P 1
2020,Jawa Timur,Kab. Magetan,"101,944.50","8,001.95",7.85,"16,103.44",15.8,"24,105.38",23.65,326.86,43.44,0.36,P 2
2020,Jawa Timur,Kab. Ngawi,"133,778.92","24,041.01",17.97,"24,722.91",18.48,"48,763.92",36.45,"4,221.03","1,260.71",4.1,P 2
2020,Jawa Timur,Kab. Bojonegoro,"189,402.15","13,809.33",7.29,"31,061.50",16.4,"44,870.83",23.69,"13,809.33",,7.29,P 1
2020,Jawa Timur,Kab. Tuban,"179,991.08","41,934.16",23.3,"48,229.28",26.8,"90,163.44",50.09,"15,836.26",779.28,9.23,P 2
2020,Jawa Timur,Kab. Gresik,"119,648.37",342.73,0.29,"60,225.00",50.33,"60,567.73",50.62,160.23,,0.13,P 2
2020,Jawa Timur,Kab. Sampang,"88,377.45","7,166.04",8.11,"11,825.61",13.38,"18,991.65",21.49,966.99,"2,700.61",4.15,P 1
2020,Jawa Timur,Kab. Pamekasan,"99,350.12","21,480.79",21.62,"11,335.09",11.41,"32,815.87",33.03,"20,124.81",36.58,20.29,P 2
2020,Jawa Timur,Kab. Sumenep,"132,788.73","3,603.66",2.71,"11,840.60",8.92,"15,444.26",11.63,0.36,,0,P 2
2020,Jawa Timur,Kota Kediri,"55,091.09","6,397.27",11.61,"45,739.61",83.03,"52,136.88",94.64,264.13,"1,574.61",3.34,P 2
2020,Jawa Timur,Kota Blitar,"27,219.69","2,510.35",9.22,"22,558.69",82.88,"25,069.04",92.1,"2,498.29","1,886.18",16.11,P 2
2020,Jawa Timur,Kota Malang,"247,389.19","55,645.41",22.49,"185,701.24",75.06,"241,346.65",97.56,"55,554.90","5,591.99",24.72,P 2
2020,Jawa Timur,Kota Probolinggo,"34,949.48","5,341.35",15.28,"24,931.10",71.33,"30,272.45",86.62,"2,446.84",193.96,7.56,P 2
2020,Jawa Timur,Kota Pasuruan,"48,394.73","13,161.30",27.2,"32,472.21",67.1,"45,633.51",94.29,"13,161.30",0,27.2,P 2
2020,Jawa Timur,Kota Mojokerto,"23,790.34","3,621.55",15.22,"18,250.00",76.71,"21,871.55",91.93,"1,220.11",73,5.44,P 2
2020,Jawa Timur,Kota Madiun,"43,133.55","9,728.46",22.55,"32,088.98",74.39,"41,817.44",96.95,"4,067.09",299.3,10.12,P 2
2020,Jawa Timur,Kota Surabaya,"811,255.10","67,849.78",8.36,"714,820.50",88.11,"782,670.28",96.48,"3,117.15","110,899.87",14.05,P 2
2020,Banten,Kab. Pandeglang,"176,515.61","4,526.00",2.56,"11,680.00",6.62,"16,206.00",9.18,,,0,P 1
2020,Banten,Kab. Lebak,"187,706.21","30,906.19",16.47,"33,580.00",17.89,"64,486.19",34.35,"6,693.07",,3.57,P 2
2020,Banten,Kab. Serang,"414,581.97",54.96,0.01,"32,780.65",7.91,"32,835.61",7.92,54.96,,0.01,P 2
2020,Banten,Kota Cilegon,"136,458.00",459.9,0.34,"96,725.00",70.88,"97,184.90",71.22,459.9,,0.34,P 2
2020,Banten,Kota Serang,"190,440.06","37,235.99",19.55,"106,718.70",56.04,"143,954.69",75.59,"3,074.83",,1.61,P 2
2020,Banten,Kota Tangerang Selatan,"390,753.87","45,280.98",11.59,"224,600.93",57.48,"269,881.91",69.07,"45,048.84","14,335.38",15.2,P 2
2020,Bali,Kab. Jembrana,"60,115.32","9,726.78",16.18,"11,680.00",19.43,"21,406.78",35.61,"9,726.78",,16.18,P 2
2020,Bali,Kab. Tabanan,"84,247.48","4,129.22",4.9,"33,717.57",40.02,"37,846.79",44.92,622.81,,0.74,P 2
2020,Bali,Kab. Badung,"102,654.16","10,381.84",10.11,"57,112.67",55.64,"67,494.50",65.75,"10,381.84","2,837.17",12.88,P 2
2020,Bali,Kab. Gianyar,"160,182.08","20,120.79",12.56,"113,150.00",70.64,"133,270.79",83.2,"18,575.42",,11.6,P 2
2020,Bali,Kab. Bangli,"39,777.41","6,499.87",16.34,"20,925.09",52.61,"27,424.95",68.95,"2,017.15",667.59,6.75,P 2
2020,Bali,Kab. Karangasem,"91,067.50","16,046.68",17.62,"31,769.60",34.89,"47,816.28",52.51,"3,402.50",0,3.74,P 2
2020,Bali,Kab. Buleleng,"124,791.86","9,880.38",7.92,"53,098.88",42.55,"62,979.26",50.47,"6,827.23",338.13,5.74,P 2
2020,Bali,Kota Denpasar,"242,088.55","15,353.00",6.34,"117,015.39",48.34,"132,368.39",54.68,0,194.91,0.08,P 2
2020,Nusa Tenggara Barat,Kab. Lombok Timur,"176,454.72","9,691.49",5.49,"51,751.16",29.33,"61,442.64",34.82,328.9,437.27,0.43,P 2
2020,Nusa Tenggara Barat,Kab. Lombok Utara,"26,765.44","5,048.17",18.86,"17,114.85",63.94,"22,163.02",82.8,"2,106.78",,7.87,P 2
2020,Nusa Tenggara Timur,Kab. Sumba Tengah,"9,360.28",591.41,6.32,"2,190.00",23.4,"2,781.41",29.72,36.5,,0.39,P 2
2020,Kalimantan Barat,Kab. Sambas,"100,182.28","3,156.01",3.15,"91,038.30",90.87,"94,194.31",94.02,"3,127.17",,3.12,P 2
2020,Kalimantan Barat,Kab. Mempawah,"26,248.50",37.08,0.14,"7,824.14",29.81,"7,861.22",29.95,1.08,,0,P 2
2020,Kalimantan Barat,Kab. Sanggau,"87,137.36",21.17,0.02,"13,692.97",15.71,"13,714.14",15.74,,,0,P 2
2020,Kalimantan Barat,Kab. Ketapang,"94,503.79","4,813.03",5.09,"18,404.40",19.47,"23,217.43",24.57,"4,225.34",63.15,4.54,P 2
2020,Kalimantan Barat,Kab. Bengkayang,"37,437.76",0,0,"6,504.30",17.37,"6,504.30",17.37,,,0,P 1
2020,Kalimantan Barat,Kab. Melawi,"34,184.59",576.7,1.69,"13,008.60",38.05,"13,585.30",39.74,576.7,,1.69,P 2
2020,Kalimantan Barat,Kota Pontianak,"140,823.35","11,686.69",8.3,"109,731.73",77.92,"121,418.41",86.22,"11,014.10",231.73,7.99,P 2
2020,Kalimantan Barat,Kota Singkawang,"41,331.69","1,434.14",3.47,"15,373.43",37.2,"16,807.58",40.67,"1,434.14",,3.47,P 2
2020,Kalimantan Tengah,Kab. Kotawaringin Barat,"45,685.01","5,431.03",11.89,"17,863.10",39.1,"23,294.13",50.99,"1,609.84",,3.52,P 2
2020,Kalimantan Tengah,Kab. Kotawaringin Timur,"94,086.47","2,018.45",2.15,"18,250.00",19.4,"20,268.45",21.54,0,,0,P 2
2020,Kalimantan Tengah,Kab. Kapuas,"75,850.29","3,130.28",4.13,"5,627.82",7.42,"8,758.10",11.55,964.31,11.83,1.29,P 2
2020,Kalimantan Tengah,Kab. Barito Utara,"19,084.10","4,147.83",21.73,"13,545.15",70.98,"17,692.98",92.71,976.28,40.15,5.33,P 2
2020,Kalimantan Tengah,Kab. Sukamara,"9,426.64",528.29,5.6,"6,394.80",67.84,"6,923.09",73.44,74.83,,0.79,P 2
2020,Kalimantan Tengah,Kab. Barito Timur,"16,531.43",0,0,"4,757.77",28.78,"4,757.77",28.78,,,0,P 2
2020,Kalimantan Tengah,Kota Palangkaraya,"52,570.77","11,836.52",22.52,"39,413.43",74.97,"51,249.95",97.49,"10,186.88",66.43,19.5,P 2
2020,Kalimantan Selatan,Kab. Kotabaru,"51,334.18","5,941.18",11.57,"17,520.00",34.13,"23,461.18",45.7,0,,0,P 1
2020,Kalimantan Selatan,Kab. Barito Kuala,"33,981.46","7,245.35",21.32,"16,979.80",49.97,"24,225.15",71.29,"5,523.56","1,540.30",20.79,P 2
2020,Kalimantan Selatan,Kab. Tapin,"28,035.94","3,778.41",13.48,"15,784.06",56.3,"19,562.47",69.78,"3,608.42",362.81,14.16,P 2
2020,Kalimantan Selatan,Kab. Hulu Sungai Selatan,"34,374.09","8,806.29",25.62,"15,700.48",45.68,"24,506.77",71.29,"1,231.45","1,282.98",7.31,P 2
2020,Kalimantan Selatan,Kab. Hulu Sungai Tengah,"39,840.63","10,866.49",27.27,"19,197.18",48.18,"30,063.67",75.46,"10,866.49","1,312.18",30.57,P 2
2020,Kalimantan Selatan,Kab. Hulu Sungai Utara,"35,280.75","9,180.38",26.02,"25,746.17",72.98,"34,926.55",99,"3,593.81","1,141.52",13.42,P 2
2020,Kalimantan Selatan,Kab. Tabalong,"36,123.17","1,883.93",5.22,"20,038.50",55.47,"21,922.43",60.69,"1,883.93",,5.22,P 2
2020,Kalimantan Selatan,Kab. Tanah Bumbu,"59,375.65","6,541.86",11.02,"44,530.00",75,"51,071.86",86.01,"6,541.86",,11.02,P 1
2020,Kalimantan Selatan,Kab. Balangan,"20,733.57",438,2.11,"14,320.77",69.07,"14,758.77",71.18,438,"3,133.53",17.23,P 2
